         100     2.41026449         16.6752720
        1000     3.61539650         15.4701405
       10000     3.48885775         15.5966797
      100000     3.54308867         15.5424480
     1000000     3.58623242         15.4993048
    10000000     3.58529234         15.5002441
   100000000     3.58699822         15.4985390
  1000000000     3.58575726         15.4997797
